"","homocigoto","tipo_variante","cuantos_homo_tipo","gen","cuantos_homo_tipo_gen","conf","soporte_homo_tipo"
"2862",0,"nonsynonymous SNV",146716,"SFTPB",147,0.00100193571253306,0.182510281410861
"2863",0,"nonsynonymous SNV",146716,"SFTPC",94,0.000640693584885084,0.182510281410861
"2864",0,"nonsynonymous SNV",146716,"SFTPD",235,0.00160173396221271,0.182510281410861
"2865",0,"nonsynonymous SNV",146716,"SGCA",5,3.40794460045257e-05,0.182510281410861
"2866",0,"nonsynonymous SNV",146716,"SGCB",5,3.40794460045257e-05,0.182510281410861
"2867",0,"nonsynonymous SNV",146716,"SGCD",1,6.81588920090515e-06,0.182510281410861
"2868",0,"nonsynonymous SNV",146716,"SGCE",1,6.81588920090515e-06,0.182510281410861
"2869",0,"nonsynonymous SNV",146716,"SGCG",44,0.000299899124839827,0.182510281410861
"2870",0,"nonsynonymous SNV",146716,"SGK1",4,2.72635568036206e-05,0.182510281410861
"2871",0,"nonsynonymous SNV",146716,"SGK223",67,0.000456664576460645,0.182510281410861
"2872",0,"nonsynonymous SNV",146716,"SGSH",2,1.36317784018103e-05,0.182510281410861
"2873",0,"nonsynonymous SNV",146716,"SH2B1",4,2.72635568036206e-05,0.182510281410861
"2874",0,"nonsynonymous SNV",146716,"SH2B3",93,0.000633877695684179,0.182510281410861
"2875",0,"nonsynonymous SNV",146716,"SH3GL1",1,6.81588920090515e-06,0.182510281410861
"2876",0,"nonsynonymous SNV",146716,"SH3PXD2B",3,2.04476676027154e-05,0.182510281410861
"2877",0,"nonsynonymous SNV",146716,"SH3TC2",75,0.000511191690067886,0.182510281410861
"2878",0,"nonsynonymous SNV",146716,"SHANK2",6,4.08953352054309e-05,0.182510281410861
"2879",0,"nonsynonymous SNV",146716,"SHANK3",102,0.000695220698492325,0.182510281410861
"2880",0,"nonsynonymous SNV",146716,"SHBG",26,0.000177213119223534,0.182510281410861
"2881",0,"nonsynonymous SNV",146716,"SHMT1",2,1.36317784018103e-05,0.182510281410861
"2882",0,"nonsynonymous SNV",146716,"SHROOM3",222,0.00151312740260094,0.182510281410861
"2883",0,"nonsynonymous SNV",146716,"SHROOM4",29,0.000197660786826249,0.182510281410861
"2884",0,"nonsynonymous SNV",146716,"SI",74,0.000504375800866981,0.182510281410861
"2885",0,"nonsynonymous SNV",146716,"SIAE",9,6.13430028081463e-05,0.182510281410861
"2886",0,"nonsynonymous SNV",146716,"SIGLEC10",3,2.04476676027154e-05,0.182510281410861
"2887",0,"nonsynonymous SNV",146716,"SIGLEC11",2,1.36317784018103e-05,0.182510281410861
"2888",0,"nonsynonymous SNV",146716,"SIGLEC12",148,0.00100875160173396,0.182510281410861
"2889",0,"nonsynonymous SNV",146716,"SIGLEC14",1,6.81588920090515e-06,0.182510281410861
"2890",0,"nonsynonymous SNV",146716,"SIGLEC16",74,0.000504375800866981,0.182510281410861
"2891",0,"nonsynonymous SNV",146716,"SIGMAR1",5,3.40794460045257e-05,0.182510281410861
"2892",0,"nonsynonymous SNV",146716,"SIL1",8,5.45271136072412e-05,0.182510281410861
"2893",0,"nonsynonymous SNV",146716,"SIM1",71,0.000483928133264266,0.182510281410861
"2894",0,"nonsynonymous SNV",146716,"SIPA1",10,6.81588920090515e-05,0.182510281410861
"2895",0,"nonsynonymous SNV",146716,"SIRT3",15,0.000102238338013577,0.182510281410861
"2896",0,"nonsynonymous SNV",146716,"SIRT5",3,2.04476676027154e-05,0.182510281410861
"2897",0,"nonsynonymous SNV",146716,"SIX5",86,0.000586166471277843,0.182510281410861
"2898",0,"nonsynonymous SNV",146716,"SIX6",14,9.54224488126721e-05,0.182510281410861
"2899",0,"nonsynonymous SNV",146716,"SLC10A1",1,6.81588920090515e-06,0.182510281410861
"2900",0,"nonsynonymous SNV",146716,"SLC10A2",13,8.86065596117669e-05,0.182510281410861
"2901",0,"nonsynonymous SNV",146716,"SLC11A1",11,7.49747812099566e-05,0.182510281410861
"2902",0,"nonsynonymous SNV",146716,"SLC11A2",2,1.36317784018103e-05,0.182510281410861
"2903",0,"nonsynonymous SNV",146716,"SLC12A1",5,3.40794460045257e-05,0.182510281410861
"2904",0,"nonsynonymous SNV",146716,"SLC12A3",6,4.08953352054309e-05,0.182510281410861
"2905",0,"nonsynonymous SNV",146716,"SLC13A2",6,4.08953352054309e-05,0.182510281410861
"2906",0,"nonsynonymous SNV",146716,"SLC14A1",82,0.000558902914474222,0.182510281410861
"2907",0,"nonsynonymous SNV",146716,"SLC14A2",183,0.00124730772376564,0.182510281410861
"2908",0,"nonsynonymous SNV",146716,"SLC15A1",9,6.13430028081463e-05,0.182510281410861
"2909",0,"nonsynonymous SNV",146716,"SLC16A1",12,8.17906704108618e-05,0.182510281410861
"2910",0,"nonsynonymous SNV",146716,"SLC16A12",6,4.08953352054309e-05,0.182510281410861
"2911",0,"nonsynonymous SNV",146716,"SLC16A2",1,6.81588920090515e-06,0.182510281410861
"2912",0,"nonsynonymous SNV",146716,"SLC17A1",90,0.000613430028081463,0.182510281410861
"2913",0,"nonsynonymous SNV",146716,"SLC17A3",1,6.81588920090515e-06,0.182510281410861
"2914",0,"nonsynonymous SNV",146716,"SLC17A5",3,2.04476676027154e-05,0.182510281410861
"2915",0,"nonsynonymous SNV",146716,"SLC17A8",5,3.40794460045257e-05,0.182510281410861
"2916",0,"nonsynonymous SNV",146716,"SLC18A1",155,0.0010564628261403,0.182510281410861
"2917",0,"nonsynonymous SNV",146716,"SLC19A1",9,6.13430028081463e-05,0.182510281410861
"2918",0,"nonsynonymous SNV",146716,"SLC19A2",3,2.04476676027154e-05,0.182510281410861
"2919",0,"nonsynonymous SNV",146716,"SLC19A3",15,0.000102238338013577,0.182510281410861
"2920",0,"nonsynonymous SNV",146716,"SLC1A3",31,0.00021129256522806,0.182510281410861
"2921",0,"nonsynonymous SNV",146716,"SLC20A2",3,2.04476676027154e-05,0.182510281410861
"2922",0,"nonsynonymous SNV",146716,"SLC22A1",72,0.000490744022465171,0.182510281410861
"2923",0,"nonsynonymous SNV",146716,"SLC22A11",3,2.04476676027154e-05,0.182510281410861
"2924",0,"nonsynonymous SNV",146716,"SLC22A14",240,0.00163581340821724,0.182510281410861
"2925",0,"nonsynonymous SNV",146716,"SLC22A2",26,0.000177213119223534,0.182510281410861
"2926",0,"nonsynonymous SNV",146716,"SLC22A25",1,6.81588920090515e-06,0.182510281410861
"2927",0,"nonsynonymous SNV",146716,"SLC22A4",33,0.00022492434362987,0.182510281410861
"2928",0,"nonsynonymous SNV",146716,"SLC22A5",3,2.04476676027154e-05,0.182510281410861
"2929",0,"nonsynonymous SNV",146716,"SLC22A6",2,1.36317784018103e-05,0.182510281410861
"2930",0,"nonsynonymous SNV",146716,"SLC22A9",3,2.04476676027154e-05,0.182510281410861
"2931",0,"nonsynonymous SNV",146716,"SLC23A1",5,3.40794460045257e-05,0.182510281410861
"2932",0,"nonsynonymous SNV",146716,"SLC24A1",2,1.36317784018103e-05,0.182510281410861
"2933",0,"nonsynonymous SNV",146716,"SLC24A2",1,6.81588920090515e-06,0.182510281410861
"2934",0,"nonsynonymous SNV",146716,"SLC24A5",51,0.000347610349246163,0.182510281410861
"2935",0,"nonsynonymous SNV",146716,"SLC25A13",2,1.36317784018103e-05,0.182510281410861
"2936",0,"nonsynonymous SNV",146716,"SLC25A15",1,6.81588920090515e-06,0.182510281410861
"2937",0,"nonsynonymous SNV",146716,"SLC25A22",1,6.81588920090515e-06,0.182510281410861
"2938",0,"nonsynonymous SNV",146716,"SLC25A38",3,2.04476676027154e-05,0.182510281410861
"2939",0,"nonsynonymous SNV",146716,"SLC25A39",16,0.000109054227214482,0.182510281410861
"2940",0,"nonsynonymous SNV",146716,"SLC26A1",42,0.000286267346438016,0.182510281410861
"2941",0,"nonsynonymous SNV",146716,"SLC26A10",13,8.86065596117669e-05,0.182510281410861
"2942",0,"nonsynonymous SNV",146716,"SLC26A2",34,0.000231740232830775,0.182510281410861
"2943",0,"nonsynonymous SNV",146716,"SLC26A3",19,0.000129501894817198,0.182510281410861
"2944",0,"nonsynonymous SNV",146716,"SLC26A4",1,6.81588920090515e-06,0.182510281410861
"2945",0,"nonsynonymous SNV",146716,"SLC26A6",21,0.000143133673219008,0.182510281410861
"2946",0,"nonsynonymous SNV",146716,"SLC26A9",65,0.000443032798058835,0.182510281410861
"2947",0,"nonsynonymous SNV",146716,"SLC27A4",6,4.08953352054309e-05,0.182510281410861
"2948",0,"nonsynonymous SNV",146716,"SLC27A5",143,0.000974672155729437,0.182510281410861
"2949",0,"nonsynonymous SNV",146716,"SLC28A1",112,0.000763379590501377,0.182510281410861
"2950",0,"nonsynonymous SNV",146716,"SLC28A2",57,0.000388505684451594,0.182510281410861
"2951",0,"nonsynonymous SNV",146716,"SLC28A3",36,0.000245372011232585,0.182510281410861
"2952",0,"nonsynonymous SNV",146716,"SLC29A1",2,1.36317784018103e-05,0.182510281410861
"2953",0,"nonsynonymous SNV",146716,"SLC29A2",3,2.04476676027154e-05,0.182510281410861
"2954",0,"nonsynonymous SNV",146716,"SLC29A3",207,0.00141088906458737,0.182510281410861
"2955",0,"nonsynonymous SNV",146716,"SLC29A4",12,8.17906704108618e-05,0.182510281410861
"2956",0,"nonsynonymous SNV",146716,"SLC2A10",49,0.000333978570844352,0.182510281410861
"2957",0,"nonsynonymous SNV",146716,"SLC2A4",1,6.81588920090515e-06,0.182510281410861
"2958",0,"nonsynonymous SNV",146716,"SLC2A9",163,0.00111098993974754,0.182510281410861
"2959",0,"nonsynonymous SNV",146716,"SLC30A2",1,6.81588920090515e-06,0.182510281410861
"2960",0,"nonsynonymous SNV",146716,"SLC30A8",13,8.86065596117669e-05,0.182510281410861
"2961",0,"nonsynonymous SNV",146716,"SLC33A1",28,0.000190844897625344,0.182510281410861
"2962",0,"nonsynonymous SNV",146716,"SLC34A1",3,2.04476676027154e-05,0.182510281410861
"2963",0,"nonsynonymous SNV",146716,"SLC34A2",51,0.000347610349246163,0.182510281410861
"2964",0,"nonsynonymous SNV",146716,"SLC34A3",1,6.81588920090515e-06,0.182510281410861
"2965",0,"nonsynonymous SNV",146716,"SLC35C1",19,0.000129501894817198,0.182510281410861
"2966",0,"nonsynonymous SNV",146716,"SLC35D1",3,2.04476676027154e-05,0.182510281410861
"2967",0,"nonsynonymous SNV",146716,"SLC35G2",3,2.04476676027154e-05,0.182510281410861
"2968",0,"nonsynonymous SNV",146716,"SLC36A2",12,8.17906704108618e-05,0.182510281410861
"2969",0,"nonsynonymous SNV",146716,"SLC37A4",6,4.08953352054309e-05,0.182510281410861
"2970",0,"nonsynonymous SNV",146716,"SLC39A13",3,2.04476676027154e-05,0.182510281410861
"2971",0,"nonsynonymous SNV",146716,"SLC39A4",27,0.000184029008424439,0.182510281410861
"2972",0,"nonsynonymous SNV",146716,"SLC3A1",93,0.000633877695684179,0.182510281410861
"2973",0,"nonsynonymous SNV",146716,"SLC44A2",3,2.04476676027154e-05,0.182510281410861
"2974",0,"nonsynonymous SNV",146716,"SLC45A2",11,7.49747812099566e-05,0.182510281410861
"2975",0,"nonsynonymous SNV",146716,"SLC46A1",2,1.36317784018103e-05,0.182510281410861
"2976",0,"nonsynonymous SNV",146716,"SLC47A1",18,0.000122686005616293,0.182510281410861
"2977",0,"nonsynonymous SNV",146716,"SLC47A2",1,6.81588920090515e-06,0.182510281410861
"2978",0,"nonsynonymous SNV",146716,"SLC4A1",40,0.000272635568036206,0.182510281410861
"2979",0,"nonsynonymous SNV",146716,"SLC4A10",1,6.81588920090515e-06,0.182510281410861
"2980",0,"nonsynonymous SNV",146716,"SLC4A11",16,0.000109054227214482,0.182510281410861
"2981",0,"nonsynonymous SNV",146716,"SLC4A3",14,9.54224488126721e-05,0.182510281410861
"2982",0,"nonsynonymous SNV",146716,"SLC4A4",23,0.000156765451620818,0.182510281410861
"2983",0,"nonsynonymous SNV",146716,"SLC52A3",122,0.000831538482510428,0.182510281410861
"2984",0,"nonsynonymous SNV",146716,"SLC5A1",16,0.000109054227214482,0.182510281410861
"2985",0,"nonsynonymous SNV",146716,"SLC5A11",94,0.000640693584885084,0.182510281410861
"2986",0,"nonsynonymous SNV",146716,"SLC5A2",6,4.08953352054309e-05,0.182510281410861
"2987",0,"nonsynonymous SNV",146716,"SLC5A5",2,1.36317784018103e-05,0.182510281410861
"2988",0,"nonsynonymous SNV",146716,"SLC5A7",15,0.000102238338013577,0.182510281410861
"2989",0,"nonsynonymous SNV",146716,"SLC6A1",3,2.04476676027154e-05,0.182510281410861
"2990",0,"nonsynonymous SNV",146716,"SLC6A12",90,0.000613430028081463,0.182510281410861
"2991",0,"nonsynonymous SNV",146716,"SLC6A13",10,6.81588920090515e-05,0.182510281410861
"2992",0,"nonsynonymous SNV",146716,"SLC6A18",199,0.00135636195098012,0.182510281410861
"2993",0,"nonsynonymous SNV",146716,"SLC6A19",34,0.000231740232830775,0.182510281410861
"2994",0,"nonsynonymous SNV",146716,"SLC6A20",13,8.86065596117669e-05,0.182510281410861
"2995",0,"nonsynonymous SNV",146716,"SLC6A4",4,2.72635568036206e-05,0.182510281410861
"2996",0,"nonsynonymous SNV",146716,"SLC6A5",101,0.00068840480929142,0.182510281410861
"2997",0,"nonsynonymous SNV",146716,"SLC7A10",5,3.40794460045257e-05,0.182510281410861
"2998",0,"nonsynonymous SNV",146716,"SLC7A2",28,0.000190844897625344,0.182510281410861
"2999",0,"nonsynonymous SNV",146716,"SLC7A7",6,4.08953352054309e-05,0.182510281410861
"3000",0,"nonsynonymous SNV",146716,"SLC7A9",40,0.000272635568036206,0.182510281410861
"3001",0,"nonsynonymous SNV",146716,"SLC8A1",1,6.81588920090515e-06,0.182510281410861
"3002",0,"nonsynonymous SNV",146716,"SLC9A9",3,2.04476676027154e-05,0.182510281410861
"3003",0,"nonsynonymous SNV",146716,"SLCO1B1",23,0.000156765451620818,0.182510281410861
"3004",0,"nonsynonymous SNV",146716,"SLCO1B3",33,0.00022492434362987,0.182510281410861
"3005",0,"nonsynonymous SNV",146716,"SLCO1C1",59,0.000402137462853404,0.182510281410861
"3006",0,"nonsynonymous SNV",146716,"SLCO2A1",87,0.000592982360478748,0.182510281410861
"3007",0,"nonsynonymous SNV",146716,"SLCO2B1",140,0.000954224488126721,0.182510281410861
"3008",0,"nonsynonymous SNV",146716,"SLFN5",145,0.000988303934131247,0.182510281410861
"3009",0,"nonsynonymous SNV",146716,"SLIT3",127,0.000865617928514954,0.182510281410861
"3010",0,"nonsynonymous SNV",146716,"SLITRK1",1,6.81588920090515e-06,0.182510281410861
"3011",0,"nonsynonymous SNV",146716,"SLX4",170,0.00115870116415388,0.182510281410861
"3012",0,"nonsynonymous SNV",146716,"SMAD2",1,6.81588920090515e-06,0.182510281410861
"3013",0,"nonsynonymous SNV",146716,"SMAD3",11,7.49747812099566e-05,0.182510281410861
"3014",0,"nonsynonymous SNV",146716,"SMAD6",2,1.36317784018103e-05,0.182510281410861
"3015",0,"nonsynonymous SNV",146716,"SMAD7",5,3.40794460045257e-05,0.182510281410861
"3016",0,"nonsynonymous SNV",146716,"SMARCA2",26,0.000177213119223534,0.182510281410861
"3017",0,"nonsynonymous SNV",146716,"SMARCAD1",2,1.36317784018103e-05,0.182510281410861
"3018",0,"nonsynonymous SNV",146716,"SMARCAL1",48,0.000327162681643447,0.182510281410861
"3019",0,"nonsynonymous SNV",146716,"SMC1B",112,0.000763379590501377,0.182510281410861
"3020",0,"nonsynonymous SNV",146716,"SMG1",33,0.00022492434362987,0.182510281410861
"3021",0,"nonsynonymous SNV",146716,"SMG6",41,0.000279451457237111,0.182510281410861
"3022",0,"nonsynonymous SNV",146716,"SMIM27",1,6.81588920090515e-06,0.182510281410861
"3023",0,"nonsynonymous SNV",146716,"SMOC2",2,1.36317784018103e-05,0.182510281410861
"3024",0,"nonsynonymous SNV",146716,"SMPD1",12,8.17906704108618e-05,0.182510281410861
"3025",0,"nonsynonymous SNV",146716,"SMUG1",1,6.81588920090515e-06,0.182510281410861
"3026",0,"nonsynonymous SNV",146716,"SMYD3",18,0.000122686005616293,0.182510281410861
"3027",0,"nonsynonymous SNV",146716,"SNAP29",1,6.81588920090515e-06,0.182510281410861
"3028",0,"nonsynonymous SNV",146716,"SNAPC4",94,0.000640693584885084,0.182510281410861
"3029",0,"nonsynonymous SNV",146716,"SNAPC5",2,1.36317784018103e-05,0.182510281410861
"3030",0,"nonsynonymous SNV",146716,"SNCAIP",7,4.7711224406336e-05,0.182510281410861
"3031",0,"nonsynonymous SNV",146716,"SNRK",2,1.36317784018103e-05,0.182510281410861
"3032",0,"nonsynonymous SNV",146716,"SNRNP200",1,6.81588920090515e-06,0.182510281410861
"3033",0,"nonsynonymous SNV",146716,"SNTA1",3,2.04476676027154e-05,0.182510281410861
"3034",0,"nonsynonymous SNV",146716,"SNTG2",80,0.000545271136072412,0.182510281410861
"3035",0,"nonsynonymous SNV",146716,"SNX19",314,0.00214018920908422,0.182510281410861
"3036",0,"nonsynonymous SNV",146716,"SOD2",32,0.000218108454428965,0.182510281410861
"3037",0,"nonsynonymous SNV",146716,"SOD3",3,2.04476676027154e-05,0.182510281410861
"3038",0,"nonsynonymous SNV",146716,"SOHLH1",27,0.000184029008424439,0.182510281410861
"3039",0,"nonsynonymous SNV",146716,"SORBS1",45,0.000306715014040732,0.182510281410861
"3040",0,"nonsynonymous SNV",146716,"SORCS1",50,0.000340794460045257,0.182510281410861
"3041",0,"nonsynonymous SNV",146716,"SORL1",32,0.000218108454428965,0.182510281410861
"3042",0,"nonsynonymous SNV",146716,"SORT1",5,3.40794460045257e-05,0.182510281410861
"3043",0,"nonsynonymous SNV",146716,"SOS1",5,3.40794460045257e-05,0.182510281410861
"3044",0,"nonsynonymous SNV",146716,"SOST",3,2.04476676027154e-05,0.182510281410861
"3045",0,"nonsynonymous SNV",146716,"SOX17",1,6.81588920090515e-06,0.182510281410861
"3046",0,"nonsynonymous SNV",146716,"SP100",8,5.45271136072412e-05,0.182510281410861
"3047",0,"nonsynonymous SNV",146716,"SP110",54,0.000368058016848878,0.182510281410861
"3048",0,"nonsynonymous SNV",146716,"SPAG16",98,0.000667957141688705,0.182510281410861
"3049",0,"nonsynonymous SNV",146716,"SPAG17",149,0.00101556749093487,0.182510281410861
"3050",0,"nonsynonymous SNV",146716,"SPANXN1",1,6.81588920090515e-06,0.182510281410861
"3051",0,"nonsynonymous SNV",146716,"SPATA13",58,0.000395321573652499,0.182510281410861
"3052",0,"nonsynonymous SNV",146716,"SPATA16",230,0.00156765451620818,0.182510281410861
"3053",0,"nonsynonymous SNV",146716,"SPATA21",116,0.000790643147304997,0.182510281410861
"3054",0,"nonsynonymous SNV",146716,"SPATA31A3",5,3.40794460045257e-05,0.182510281410861
"3055",0,"nonsynonymous SNV",146716,"SPATA31A6",11,7.49747812099566e-05,0.182510281410861
"3056",0,"nonsynonymous SNV",146716,"SPATA31C1",11,7.49747812099566e-05,0.182510281410861
"3057",0,"nonsynonymous SNV",146716,"SPATA31C2",54,0.000368058016848878,0.182510281410861
"3058",0,"nonsynonymous SNV",146716,"SPATA7",3,2.04476676027154e-05,0.182510281410861
"3059",0,"nonsynonymous SNV",146716,"SPECC1L",13,8.86065596117669e-05,0.182510281410861
"3060",0,"nonsynonymous SNV",146716,"SPG11",53,0.000361242127647973,0.182510281410861
"3061",0,"nonsynonymous SNV",146716,"SPG20",1,6.81588920090515e-06,0.182510281410861
"3062",0,"nonsynonymous SNV",146716,"SPG7",49,0.000333978570844352,0.182510281410861
"3063",0,"nonsynonymous SNV",146716,"SPINK5",61,0.000415769241255214,0.182510281410861
"3064",0,"nonsynonymous SNV",146716,"SPINT2",3,2.04476676027154e-05,0.182510281410861
"3065",0,"nonsynonymous SNV",146716,"SPP1",5,3.40794460045257e-05,0.182510281410861
"3066",0,"nonsynonymous SNV",146716,"SPRN",14,9.54224488126721e-05,0.182510281410861
"3067",0,"nonsynonymous SNV",146716,"SPRR3",1,6.81588920090515e-06,0.182510281410861
"3068",0,"nonsynonymous SNV",146716,"SPRY2",91,0.000620245917282369,0.182510281410861
"3069",0,"nonsynonymous SNV",146716,"SPTA1",136,0.0009269609313231,0.182510281410861
"3070",0,"nonsynonymous SNV",146716,"SPTB",102,0.000695220698492325,0.182510281410861
"3071",0,"nonsynonymous SNV",146716,"SPTBN2",16,0.000109054227214482,0.182510281410861
"3072",0,"nonsynonymous SNV",146716,"SPTBN5",567,0.00386460917691322,0.182510281410861
"3073",0,"nonsynonymous SNV",146716,"SPTLC2",1,6.81588920090515e-06,0.182510281410861
"3074",0,"nonsynonymous SNV",146716,"SQSTM1",1,6.81588920090515e-06,0.182510281410861
"3075",0,"nonsynonymous SNV",146716,"SRCAP",13,8.86065596117669e-05,0.182510281410861
"3076",0,"nonsynonymous SNV",146716,"SREBF1",4,2.72635568036206e-05,0.182510281410861
"3077",0,"nonsynonymous SNV",146716,"SREBF2",3,2.04476676027154e-05,0.182510281410861
"3078",0,"nonsynonymous SNV",146716,"SRGAP2B,SRGAP2C",5,3.40794460045257e-05,0.182510281410861
"3079",0,"nonsynonymous SNV",146716,"SRGAP3",3,2.04476676027154e-05,0.182510281410861
"3080",0,"nonsynonymous SNV",146716,"SRI",1,6.81588920090515e-06,0.182510281410861
"3081",0,"nonsynonymous SNV",146716,"SRP14",1,6.81588920090515e-06,0.182510281410861
"3082",0,"nonsynonymous SNV",146716,"SRPX",8,5.45271136072412e-05,0.182510281410861
"3083",0,"nonsynonymous SNV",146716,"SSH1",12,8.17906704108618e-05,0.182510281410861
"3084",0,"nonsynonymous SNV",146716,"SST",2,1.36317784018103e-05,0.182510281410861
"3085",0,"nonsynonymous SNV",146716,"SSTR5",35,0.00023855612203168,0.182510281410861
"3086",0,"nonsynonymous SNV",146716,"ST14",52,0.000354426238447068,0.182510281410861
"3087",0,"nonsynonymous SNV",146716,"ST3GAL3",2,1.36317784018103e-05,0.182510281410861
"3088",0,"nonsynonymous SNV",146716,"ST3GAL5",1,6.81588920090515e-06,0.182510281410861
"3089",0,"nonsynonymous SNV",146716,"ST5",96,0.000654325363286894,0.182510281410861
"3090",0,"nonsynonymous SNV",146716,"ST7",3,2.04476676027154e-05,0.182510281410861
"3091",0,"nonsynonymous SNV",146716,"ST8SIA2",2,1.36317784018103e-05,0.182510281410861
"3092",0,"nonsynonymous SNV",146716,"STAT1",1,6.81588920090515e-06,0.182510281410861
"3093",0,"nonsynonymous SNV",146716,"STAT5B",1,6.81588920090515e-06,0.182510281410861
"3094",0,"nonsynonymous SNV",146716,"STAT6",8,5.45271136072412e-05,0.182510281410861
"3095",0,"nonsynonymous SNV",146716,"STEAP3",15,0.000102238338013577,0.182510281410861
"3096",0,"nonsynonymous SNV",146716,"STEAP4",96,0.000654325363286894,0.182510281410861
"3097",0,"nonsynonymous SNV",146716,"STIL",12,8.17906704108618e-05,0.182510281410861
"3098",0,"nonsynonymous SNV",146716,"STK10",29,0.000197660786826249,0.182510281410861
"3099",0,"nonsynonymous SNV",146716,"STK32A",2,1.36317784018103e-05,0.182510281410861
"3100",0,"nonsynonymous SNV",146716,"STK33",169,0.00115188527495297,0.182510281410861
"3101",0,"nonsynonymous SNV",146716,"STK39",8,5.45271136072412e-05,0.182510281410861
"3102",0,"nonsynonymous SNV",146716,"STK4",32,0.000218108454428965,0.182510281410861
"3103",0,"nonsynonymous SNV",146716,"STOX1",84,0.000572534692876033,0.182510281410861
"3104",0,"nonsynonymous SNV",146716,"STRA6",41,0.000279451457237111,0.182510281410861
"3105",0,"nonsynonymous SNV",146716,"STRADA",3,2.04476676027154e-05,0.182510281410861
"3106",0,"nonsynonymous SNV",146716,"STRC",13,8.86065596117669e-05,0.182510281410861
"3107",0,"nonsynonymous SNV",146716,"STS",2,1.36317784018103e-05,0.182510281410861
"3108",0,"nonsynonymous SNV",146716,"STXBP2",5,3.40794460045257e-05,0.182510281410861
"3109",0,"nonsynonymous SNV",146716,"STXBP5",51,0.000347610349246163,0.182510281410861
"3110",0,"nonsynonymous SNV",146716,"SUCLA2",3,2.04476676027154e-05,0.182510281410861
"3111",0,"nonsynonymous SNV",146716,"SULF1",6,4.08953352054309e-05,0.182510281410861
"3112",0,"nonsynonymous SNV",146716,"SULT1A1",5,3.40794460045257e-05,0.182510281410861
"3113",0,"nonsynonymous SNV",146716,"SULT1A2",30,0.000204476676027155,0.182510281410861
"3114",0,"nonsynonymous SNV",146716,"SULT1C2",8,5.45271136072412e-05,0.182510281410861
"3115",0,"nonsynonymous SNV",146716,"SULT2A1",1,6.81588920090515e-06,0.182510281410861
"3116",0,"nonsynonymous SNV",146716,"SULT2B1",8,5.45271136072412e-05,0.182510281410861
"3117",0,"nonsynonymous SNV",146716,"SUMF1",1,6.81588920090515e-06,0.182510281410861
"3118",0,"nonsynonymous SNV",146716,"SUMO4",34,0.000231740232830775,0.182510281410861
"3119",0,"nonsynonymous SNV",146716,"SUN2",25,0.000170397230022629,0.182510281410861
"3120",0,"nonsynonymous SNV",146716,"SUOX",4,2.72635568036206e-05,0.182510281410861
"3121",0,"nonsynonymous SNV",146716,"SURF1",5,3.40794460045257e-05,0.182510281410861
"3122",0,"nonsynonymous SNV",146716,"SV2B",9,6.13430028081463e-05,0.182510281410861
"3123",0,"nonsynonymous SNV",146716,"SYN3",1,6.81588920090515e-06,0.182510281410861
"3124",0,"nonsynonymous SNV",146716,"SYNE1",263,0.00179257885983805,0.182510281410861
"3125",0,"nonsynonymous SNV",146716,"SYNE2",241,0.00164262929741814,0.182510281410861
"3126",0,"nonsynonymous SNV",146716,"SYNGR1",6,4.08953352054309e-05,0.182510281410861
"3127",0,"nonsynonymous SNV",146716,"SYNPO",4,2.72635568036206e-05,0.182510281410861
"3128",0,"nonsynonymous SNV",146716,"SYT11",11,7.49747812099566e-05,0.182510281410861
"3129",0,"nonsynonymous SNV",146716,"SYTL3",124,0.000845170260912239,0.182510281410861
"3130",0,"nonsynonymous SNV",146716,"SYTL5",21,0.000143133673219008,0.182510281410861
"3131",0,"nonsynonymous SNV",146716,"T",5,3.40794460045257e-05,0.182510281410861
"3132",0,"nonsynonymous SNV",146716,"TAAR6",48,0.000327162681643447,0.182510281410861
"3133",0,"nonsynonymous SNV",146716,"TACR3",1,6.81588920090515e-06,0.182510281410861
"3134",0,"nonsynonymous SNV",146716,"TACSTD2",21,0.000143133673219008,0.182510281410861
"3135",0,"nonsynonymous SNV",146716,"TAF1",39,0.000265819678835301,0.182510281410861
"3136",0,"nonsynonymous SNV",146716,"TAF1C",103,0.00070203658769323,0.182510281410861
"3137",0,"nonsynonymous SNV",146716,"TAF1L",44,0.000299899124839827,0.182510281410861
"3138",0,"nonsynonymous SNV",146716,"TAF2",126,0.000858802039314049,0.182510281410861
"3139",0,"nonsynonymous SNV",146716,"TAF7L",3,2.04476676027154e-05,0.182510281410861
"3140",0,"nonsynonymous SNV",146716,"TARDBP",1,6.81588920090515e-06,0.182510281410861
"3141",0,"nonsynonymous SNV",146716,"TAS1R1",51,0.000347610349246163,0.182510281410861
"3142",0,"nonsynonymous SNV",146716,"TAS1R2",235,0.00160173396221271,0.182510281410861
"3143",0,"nonsynonymous SNV",146716,"TAS1R3",21,0.000143133673219008,0.182510281410861
"3144",0,"nonsynonymous SNV",146716,"TAS2R16",83,0.000565718803675127,0.182510281410861
"3145",0,"nonsynonymous SNV",146716,"TAS2R19",215,0.00146541617819461,0.182510281410861
"3146",0,"nonsynonymous SNV",146716,"TAS2R30",4,2.72635568036206e-05,0.182510281410861
"3147",0,"nonsynonymous SNV",146716,"TAS2R31",593,0.00404182229613675,0.182510281410861
"3148",0,"nonsynonymous SNV",146716,"TAS2R38",39,0.000265819678835301,0.182510281410861
